filepath,result,fluent
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_14.wav, I am as a person,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_15.wav,the stuttering is not going,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_16.wav, man I want to thank,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_17.wav,Im becoming who I am or,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_19.wav, life so Im super excited I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_20.wav, I have a great episode,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_21.wav, coming up,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_23.wav, like power hes,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_24.wav, video editor,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_25.wav,and a videographer,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_26.wav, The Orlando magic,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_27.wav, is life,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_28.wav,and actually he is changing,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_30.wav, now if instant hes,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_31.wav,career that will,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_32.wav,Danny Lai Rossi,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_34.wav,be even more on a regular,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_35.wav,basis and Im not gonna,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_37.wav, that career is youre gonna have to,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_38.wav, my next podcast to find out,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_39.wav, out really excited to speak,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_40.wav, speak with him,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_40.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_41.wav,and that will,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_41.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_42.wav,my listeners also I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_42.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_43.wav, so I want to hear what,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_43.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_44.wav, past,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_44.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_45.wav, let me know how,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_45.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_46.wav, you want me to interview hey,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_46.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_48.wav, did this good guess I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_48.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_49.wav,I am open to I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_49.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_50.wav, ideas so I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_50.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_52.wav, my,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_52.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_53.wav, teaching,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_53.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_54.wav, listeners,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_54.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_55.wav, so,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_55.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_56.wav, and I live there for,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_56.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_57.wav, 28 long years Im now,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_57.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_58.wav, Im turning the,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_58.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_59.wav,the big 3 in April,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_59.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_60.wav, not too excited about,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_60.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_61.wav, out but yeah I move down here,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_61.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_62.wav, of this year,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_62.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_63.wav,and I graduated,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_63.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_64.wav, language pathology,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_64.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_65.wav, so,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_65.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_66.wav, so I moved down,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_66.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_67.wav, school district as a speech language,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_67.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_68.wav, language pathologist,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_68.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_69.wav, specializing in doddering,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_69.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_70.wav,but unfortunately,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_70.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_71.wav,danny E,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_71.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_72.wav,his Pod,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_72.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_73.wav, in,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_73.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_75.wav, I decided,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_75.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_76.wav, this is why I have this pod,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_76.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_77.wav, this podcast because I love talking,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_77.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_78.wav, and I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_78.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_79.wav, Im also a host,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_79.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_80.wav, first daughter social,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_80.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_81.wav, much as a,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_81.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_82.wav, eyes Google Plus,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_82.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_83.wav, so we,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_83.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_84.wav,chap facetoface with,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_84.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_85.wav,people who stutter from around the whole,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_85.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_86.wav, so I love,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_86.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_87.wav, social hangouts are on Sunday,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_87.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_88.wav, Sunday nights 8,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_88.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_89.wav,podcast is on his website which is,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_89.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_90.wav, so feel free to check,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_90.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_91.wav, about this,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_91.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_92.wav,stuttersocialcom,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_92.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_94.wav, around the world so much fun,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_94.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_95.wav,so thats a little bit about what I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_95.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_96.wav, do and,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_96.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_97.wav, to do and,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_97.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_98.wav,I and a little,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_98.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_103.wav, life through,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_103.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_104.wav, through these pi,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_104.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_106.wav,be sure to check that out,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_106.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_108.wav,and if you,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_108.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_109.wav,and if youd like to learn,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_109.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_110.wav, the log on there and I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_110.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_111.wav, and I log,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_111.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_113.wav, so,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_113.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_114.wav, so I would encourage,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_114.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_115.wav, blog,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_115.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_116.wav,and to,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_116.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_118.wav, so feel free to post,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_118.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_121.wav,and also feel free to,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_121.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_122.wav, hard to cast,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_122.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_123.wav,cast also if you want to,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_123.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_124.wav, do it now as I said,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_124.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_125.wav, said my,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_125.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_127.wav, me my email is,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_127.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_128.wav, Evan Evian thats my,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_128.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_130.wav,evan,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_130.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_131.wav,Evan at,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_131.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_132.wav,at ice stutter so,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_132.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_133.wav,gowhatcom,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_133.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_134.wav, so I guess thats,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_134.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_137.wav,my pod and cast,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_137.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_138.wav, idea of my podcast,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_138.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_139.wav,is really about,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_139.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_0.wav, here why dont you,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_2.wav, times like,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_3.wav, its the small things,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_5.wav,people who stutter out there who are,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_6.wav, whoo,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_7.wav, to achieving life,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_12.wav, Ill think really,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_13.wav, really,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_14.wav, let me,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_15.wav, this,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_16.wav, the,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_17.wav,and it,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_18.wav, the most important,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_19.wav, people,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_21.wav, that,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_24.wav,for the ones that,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_26.wav,and listen,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_28.wav,book about it I,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/2/IStutterSoWhat_2_30.wav,give you a hard,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_2_30.wav
